SenderAppUserId,RecipientAppUserId,Status
32186,49145,0
15192,66380,0
90762,98644,0
40512,69037,1
51795,75472,0
9389,98712,0
38075,86277,0
49694,75703,0
8893,50752,0
2780,8614,0
508,66346,1
2188,59664,0
19327,29473,0
62389,70971,1
50190,74805,0
21307,54433,0
1284,75807,0
15365,37306,0
5048,54917,1
42950,59741,0
25360,37235,1
42121,99359,1
61384,67413,0
20786,44638,0
59811,90824,1
2188,19731,0
28254,37936,0
933,29186,0
52249,55655,0
17820,69445,0
6339,7618,0
12912,72002,0
47327,81192,0
32026,45986,1
4380,29877,1
52727,74679,1
8217,80975,0
13364,25437,1
28943,66061,1
74706,81668,0
68185,83216,1
36506,82596,1
45509,68998,0
44703,69751,1
38292,61527,1
6060,31748,0
30843,90936,0
16113,48991,0
28266,56755,0
34356,47700,1
27687,94372,1
53940,82391,0
75906,81872,1
25969,56851,0
1281,35976,1
75231,93749,0
17161,71723,1
44338,50710,1
2780,29373,1
84626,88203,0
51608,83948,1
69059,90400,0
9584,52259,1
44309,93898,1
5962,65269,0
21633,25610,0
35320,66163,0
3533,91886,1
61772,78712,0
2556,48157,0
20745,37547,0
15577,36031,1
42626,81370,1
30652,33105,0
27373,53220,1
20098,72919,1
57302,60273,1
15911,96081,0
20912,47109,0
45905,94481,1
72242,77452,0
18758,56417,1
41930,58971,1
59332,81675,0
23736,38510,0
48688,70573,1
17685,76663,1
61125,75066,0
66602,98479,0
10543,90633,1
40481,98954,0
22601,36850,0
8922,70308,0
43040,88082,1
48617,82416,0
9228,42342,0
13315,98816,0
28972,34365,0
22029,79865,0
62420,82962,1
8476,71041,0
40448,84443,1
72714,78864,0
35556,37374,0
2103,3509,1
508,49493,0
11404,88304,0
90345,95551,0
68632,84714,0
82120,92694,1
12686,83485,1
36406,79891,1
80311,81991,0
77402,99925,0
40623,95518,1
84041,88979,1
3561,45845,1
35245,54870,1
41207,76947,1
53354,89414,1
67121,89185,0
85278,95413,0
23986,25635,0
69877,86779,0
23645,52617,0
5316,38302,0
10907,29524,0
67589,95929,0
24461,36500,0
1827,10323,0
17759,63722,0
9109,99996,1
17622,49211,0
2449,11299,1
45281,73145,1
26350,26934,0
14614,96160,1
59845,98014,0
19578,81042,0
56454,68876,1
6072,39599,1
9517,56609,1
59608,93459,0
56236,62355,0
33514,34454,0
55720,96722,0
36696,95496,1
2741,99663,0
73108,95099,1
45115,51273,0
54423,74888,0
31064,31190,1
2409,99814,0
52796,95679,0
68543,93551,0
10061,61463,1
18673,85880,1
75094,81836,0
40623,86177,1
55626,81939,0
72515,79991,0
22388,53190,0
62539,65825,0
13503,51073,1
18367,97919,0
6630,53780,0
53626,72609,0
95043,95092,1
37796,52663,1
26963,90413,0
7884,17667,1
27285,60838,0
23521,75659,0
7004,56761,1
6988,32684,1
62743,93787,0
34117,98882,1
35161,49083,0
16031,97214,0
80821,97365,1
32186,72323,1
10137,13522,0
53786,83506,1
17879,57174,1
6789,69559,0
56296,76215,0
28757,43669,0
1740,39793,1
8411,36733,0
31716,43538,1
1060,70280,0
76930,87136,0
60010,98617,0
16008,41014,1
6260,30849,0
45974,52110,0
15756,90787,1
32186,85198,0
62546,64986,0
86760,87974,0
36606,73372,0
19531,29291,1
2120,83634,1
17010,74977,1
846,14576,1
23330,37473,0
2608,71138,1
45093,76970,1
39372,48364,1
40741,68966,0
86667,92201,0
9636,52507,1
35195,77476,0
43449,86208,0
36638,82936,0
40830,74176,0
21171,21885,1
44338,70938,1
16163,80134,1
13458,55792,1
15562,51768,0
24946,85414,1
43607,77455,0
12465,93287,0
69037,95306,0
23798,67183,0
63685,83370,1
2719,26017,1
54471,85987,0
1386,27062,1
21092,87744,0
4743,34198,0
10273,38851,0
32976,78975,1
69865,80359,1
2018,55254,0
18080,76674,1
25840,40119,0
3968,59382,0
58068,73538,0
49281,70864,0
21752,94395,0
18895,77469,1
33177,85463,1
2995,92651,1
21342,83618,1
71996,96334,1
50880,57568,1
52451,99120,1
7576,11480,0
39524,53286,0
8587,50625,0
11255,92618,0
39429,79275,0
53993,83778,0
38889,93396,0
80308,88370,1
8004,55421,0
78585,90303,0
5049,87067,1
74164,87149,0
45946,94008,0
17487,52308,0
1335,22316,0
17235,62054,1
26596,29398,1
12463,67676,0
31919,95728,0
68076,99701,1
10800,65648,1
42937,63703,1
28353,39000,1
69477,69694,0
69147,99053,0
32031,55636,0
67693,93333,0
25656,95076,0
84683,93989,0
6136,48278,0
27191,29333,1
15674,54408,1
18743,61074,1
82647,94068,1
18762,68872,0
44427,99425,1
24221,45549,1
53940,79415,1
6112,71437,1
76005,79711,0
43040,59957,0
15803,36176,1
46207,79656,1
1320,12040,0
6351,22560,0
70019,82292,0
16813,58309,0
15713,60455,1
32042,47112,1
60919,75391,0
45929,47159,0
33755,39092,1
25471,82993,1
66797,95716,1
13347,25010,1
52409,80827,0
45879,57528,0
18669,69241,1
93267,94360,1
4063,88283,1
22945,67945,1
6020,89488,1
7887,72724,1
56204,91276,1
65637,97579,1
40401,66036,1
17117,93106,1
51270,82289,1
85006,98381,1
27343,31615,1
52794,62123,0
12421,32575,0
32336,43312,0
35099,87294,1
27943,50148,0
38100,79520,0
71173,94856,0
40597,46269,0
19156,95698,0
10545,29077,0
57802,64075,1
39477,81198,1
49143,90965,1
76392,79540,1
47610,86044,0
6967,31893,0
90555,92011,0
33390,92826,0
827,47755,0
12717,25411,1
75827,81035,1
39834,95565,0
15669,24677,0
71447,84185,1
21701,63591,0
37438,82767,1
23831,72319,0
5499,35478,1
69408,71480,0
55584,59532,0
3916,97792,0
11067,78257,1
49496,74056,1
15494,76706,1
33804,54273,0
16177,83959,0
20531,38512,0
23645,77117,0
64231,91431,0
59396,86600,1
2103,65750,0
765,95241,1
33909,60660,1
25341,68312,1
31195,98089,0
31019,63114,0
10714,27670,1
60546,74046,0
4743,96266,0
31981,76436,0
86016,98492,0
3496,55444,0
64572,79144,0
14953,79354,0
16174,48469,1
39486,52454,0
35724,78388,1
16071,96916,0
93758,95141,0
19023,90247,1
50946,90439,0
5729,44040,0
43524,46867,0
77852,99811,0
68170,77842,0
42277,94224,1
6303,58243,1
40737,85336,0
1462,73631,0
66535,95194,0
36987,40934,0
571,95232,1
24551,35600,0
37068,76782,0
33755,99419,0
796,87711,0
8448,68204,1
38972,68162,0
578,51040,0
18196,80535,1
44749,47071,1
15485,91954,0
51850,86692,1
38538,75735,0
24871,41554,1
67407,69935,1
24408,62811,0
33527,64819,1
15129,74481,0
76851,83112,1
60880,98075,1
13681,54765,0
56318,71778,0
2615,57907,1
62495,68910,0
73664,90697,0
5954,37859,0
82342,87083,1
13020,15657,0
5335,7354,1
6168,72808,1
3453,8736,0
10547,89469,0
20006,84011,0
17788,81410,0
34651,74924,0
75548,91480,1
61734,96932,0
11261,51797,0
24993,55411,1
80641,93215,0
7761,11837,0
13155,80779,0
41299,53234,1
18205,24994,0
29185,89063,1
12105,63383,0
48610,91831,0
11763,24915,1
52062,64254,0
420,79818,0
35631,40732,0
33118,93479,1
24184,74061,1
27325,67141,0
10557,86851,1
48024,96972,1
65407,78533,1
22595,97667,1
27039,99161,0
50776,65924,1
18543,50789,1
29453,55084,0
20393,30293,1
27326,66848,1
28552,45775,0
65784,99682,1
38907,53883,0
32112,53927,0
12729,81845,1
43208,48972,0
65063,90634,1
17713,88445,1
34832,62136,0
38464,95709,1
6700,7427,1
314,89435,0
37024,74963,0
47602,94141,0
19365,19603,1
29842,99748,1
81126,81191,1
18653,84345,1
28038,96509,1
75777,79821,1
10181,28638,0
15021,49380,1
61188,93010,0
33721,65741,1
30105,98568,1
41965,64661,1
80063,86392,0
87947,89588,1
54785,55797,0
5480,48275,0
40136,57881,0
9179,99595,1
18013,76532,0
54965,91291,1
35986,95900,1
19879,66525,1
3090,56771,1
49186,74962,1
42073,52865,0
42992,66663,1
58533,87074,1
11043,55297,0
79539,98607,0
64796,76975,0
13865,81229,1
4109,19514,0
70188,89110,0
40738,91015,1
22265,77655,1
4061,26489,0
7968,76227,0
7887,24630,0
41619,96558,0
129,13469,1
22898,27595,1
34846,88337,1
95223,95775,0
36552,50810,0
57837,61063,1
13681,40613,1
50121,86502,0
46628,94744,1
25513,28453,1
58137,76278,0
4659,64502,0
29947,46649,0
9658,70501,0
1446,66504,1
34219,46564,0
7872,36930,1
15957,37777,1
6872,69405,0
20173,72376,0
30094,95522,1
43110,71952,1
10608,73167,0
6952,39706,0
43841,78154,1
75082,92870,1
32917,41523,0
1335,42504,0
40156,42149,0
83389,89692,1
18690,51339,1
28335,45286,0
28784,80558,1
26934,43952,1
83516,86808,0
61468,85891,1
2610,98327,1
68227,84092,1
14885,21539,1
24041,91518,1
16804,43683,1
43751,49053,0
39006,49322,0
48822,60249,1
40095,61832,0
34238,37354,1
23436,91781,0
43256,58142,1
29831,52906,1
37949,70849,1
66910,97220,1
45435,87878,1
45394,79921,1
9333,98593,0
54434,77512,0
77161,95669,0
81563,98253,1
15971,84501,0
61742,67550,0
4573,64129,1
40461,49479,0
10815,98151,1
28643,86419,0
20186,96721,1
58134,59699,1
16360,35845,0
63438,77121,1
28804,30982,1
18468,27072,0
19044,73406,1
11890,16391,1
10033,58271,1
3467,18719,1
12105,70721,1
63951,98938,0
55526,73423,1
68416,94247,0
10461,41757,0
1084,69650,0
3467,82424,0
67258,71777,0
31487,45195,1
9590,80668,0
5725,7856,0
12038,64032,1
7054,31629,0
50217,93680,1
14550,93185,0
24485,79577,1
37379,69344,1
10880,51421,1
22996,39104,1
43713,79216,0
4413,59797,1
33313,69692,1
84965,95061,1
906,36884,1
19469,22294,0
25302,86178,0
11923,49118,1
48753,67614,0
24514,53156,0
26350,37091,1
30741,71555,0
43916,83385,1
21220,98313,1
33861,52079,0
25271,82948,1
12187,69584,0
7838,23376,1
44168,88020,1
6171,98122,0
4995,39191,0
23252,44660,1
15802,33128,1
44822,48438,1
31169,67651,1
30758,35597,1
7257,59800,0
62575,79217,0
59121,76944,0
26423,42186,1
17708,31602,0
40339,96180,0
34333,74522,1
49795,83363,0
35953,58377,0
44988,54091,0
48634,86452,0
40204,71971,1
19111,72422,0
23477,38411,1
34687,60187,1
1523,54632,1
65563,72134,0
36387,53075,1
54441,56035,1
14250,21055,1
22945,86187,1
45430,51792,0
39916,94244,0
74355,93803,1
33732,56928,0
76843,83373,0
50836,91165,1
4303,58717,0
48246,84910,1
53003,79026,1
29722,80185,0
4824,77213,0
1497,9493,1
13848,91230,0
74045,98643,1
83036,95894,0
38129,83888,1
84760,85681,1
28912,41289,0
26934,55854,0
8641,71327,0
14135,78555,1
36987,60260,1
61995,77734,1
56169,96214,0
50212,69025,1
74121,74175,1
6010,61544,0
50672,61771,1
22002,86972,1
69861,91729,1
25490,62303,1
35215,93997,1
30265,59091,1
68242,72199,0
199,30343,1
12105,83629,1
53845,98825,0
21699,66467,0
14292,92760,0
66919,80536,1
57247,85048,0
31108,93745,0
5706,11118,1
55156,91334,0
37531,66551,1
9637,35925,1
54044,87118,0
35165,86194,0
48784,66727,1
38594,51062,0
2569,76151,0
31096,53965,1
24310,77379,1
71784,87971,0
46410,87119,0
816,59550,0
47955,92410,0
27263,86753,1
78556,84298,0
4912,89743,1
15292,62849,1
737,49831,0
7550,88856,1
5264,82912,1
2608,67082,0
12728,77538,1
26998,43601,0
13047,67961,1
25312,68804,0
2030,38420,0
10294,21730,0
32844,50035,1
34638,65923,0
18629,73847,0
43208,66515,1
4413,31286,0
23261,97389,0
16583,29551,1
3775,73895,1
38139,61178,1
63063,68136,1
21732,89464,0
219,39574,0
60953,95164,1
88106,99717,0
66516,70793,1
10907,94104,1
11878,39908,1
6695,83351,0
39952,86429,0
16100,22611,1
8893,64782,1
22173,42344,1
68730,69673,0
24487,58908,0
57304,69965,0
5255,92434,0
68886,96361,1
41044,68951,1
45231,47795,1
15803,76464,1
3927,32634,0
5303,14279,1
3113,56034,0
45891,48315,0
22246,88754,1
74729,77022,1
75692,82869,0
12465,77034,1
71521,84826,1
48692,60930,0
14266,64608,0
79684,94967,1
18113,56836,1
69397,86056,0
43701,92967,0
1065,21048,0
15632,90122,1
26642,32544,0
6119,88169,1
20423,29215,1
42186,74010,0
3213,26075,0
7626,19393,0
48591,67348,1
39007,89404,1
70165,96302,1
21870,76133,1
72537,92554,1
56285,70398,0
59671,61284,0
61758,95873,1
11345,39555,0
38681,81891,0
2724,7118,1
64675,85680,0
23436,35355,0
96411,98812,1
12833,79630,0
69242,82196,0
15021,96607,0
11606,60842,1
25640,63677,0
1143,40775,1
59059,79233,0
46628,99643,1
49237,61993,0
18707,30399,1
11931,90524,0
49759,76852,1
64285,64760,0
19968,79783,0
3350,56892,0
45851,49384,1
14457,64442,1
62479,88961,0
47306,80480,0
61753,67156,1
20281,31862,1
4301,80157,1
20684,71218,1
3773,63319,1
20266,35345,0
6102,55634,0
69998,70802,0
6824,86549,0
8864,10933,0
2909,71285,1
8670,83729,0
75055,88538,1
32404,46820,1
53877,93524,1
34337,65709,1
51153,53237,1
44542,68788,1
13156,89068,0
53657,63505,1
6896,82742,1
45785,64968,0
50779,67918,0
42223,69187,0
35207,72110,1
13417,42393,0
39351,52722,0
79835,96546,1
35875,89866,1
15751,68747,0
4243,83070,0
58664,89303,1
46240,61984,1
24783,44070,1
31246,37256,1
45350,59846,0
13035,58157,0
9565,56707,1
15810,56140,1
48589,74318,1
1997,33409,1
63803,99675,1
9308,75016,0
17883,46265,1
1060,33041,0
1378,5075,0
52337,60628,1
25279,96340,1
1871,54491,1
3118,83504,0
50063,51897,1
35215,65616,1
32131,56887,1
24923,33836,1
20043,94221,0
41688,85022,1
7852,97177,1
21042,66281,1
15975,58875,1
39198,87718,1
49263,64952,1
89766,99764,1
5697,92369,1
12257,70683,1
38011,47169,1
41930,98906,1
6949,24892,0
3634,25232,0
32571,87321,1
7114,89064,1
33252,37883,1
43572,70383,1
5158,62686,1
8476,77079,0
11728,99912,1
1308,91787,1
6872,19001,1
72751,78917,0
906,948,0
54103,56647,0
41301,84436,0
578,1846,1
26092,90722,0
49327,51458,0
60915,76236,1
9363,12986,1
46290,58319,1
13180,91777,0
15507,28789,0
2763,45511,1
55,68931,0
12020,82524,1
58103,93328,1
19540,72649,0
3276,44129,0
46118,53078,0
52292,68352,1
27531,78524,1
69477,70902,0
14661,31624,0
42909,63439,0
3916,52787,1
27616,91121,0
24644,52717,0
51956,99242,0
59059,59339,1
135,46086,0
51013,72027,0
11318,83652,0
68684,91533,1
16813,69347,1
25821,33796,0
78208,86837,0
89887,93512,0
5107,10582,0
6373,35749,0
62109,78763,0
62291,96182,0
18746,34718,1
10824,70976,0
45909,82133,0
63835,95874,1
26775,83960,0
28919,51681,0
15990,18722,0
19560,23942,1
37017,96475,0
19063,32316,1
2224,30464,1
15803,33118,0
19625,57458,0
7131,88287,0
54971,79376,1
62389,90753,0
46656,98326,0
18803,96593,0
13791,98844,1
9666,44773,0
70564,94122,1
47128,78750,0
76368,98561,0
47953,87950,1
48803,63774,1
6007,91578,1
60453,92744,0
64732,85699,1
19775,81363,1
28231,98385,0
58719,59574,1
4804,58701,0
7425,20907,1
32232,74403,1
48617,84858,1
43015,47254,1
31352,91109,0
36674,52842,0
82955,85608,0
25457,28256,1
10907,53455,0
5095,35581,1
15851,77189,0
52125,87784,1
2491,21491,0
41232,51456,1
86667,89871,1
20281,85622,0
39703,80263,0
6309,52526,1
56188,94507,1
17949,71369,0
70771,72218,1
30673,44229,0
8906,30703,1
51690,54038,1
78891,93272,0
2268,95503,0
11152,86642,1
22807,37692,1
57360,72479,0
54886,95820,1
39658,50127,1
61431,92898,1
41642,48647,0
26799,51541,1
6203,67232,1
61900,68757,1
88074,94451,1
13120,31119,0
65269,85406,0
9392,34559,0
41769,89707,1
47064,77055,1
1984,3029,0
6922,34612,0
7338,29581,0
92466,92660,1
2279,6395,1
3943,19443,1
827,64358,0
8825,72322,1
10775,80426,1
65714,67706,0
24051,58652,1
60828,71029,0
43291,79897,0
28205,56131,0
35362,72482,1
39909,48121,0
24013,80479,0
33489,93252,1
9689,15871,0
67448,96636,0
62899,83675,1
23390,41509,1
42863,64099,1
65667,76396,0
33891,63584,0
12339,55862,0
28574,31211,0
47172,50521,1
68445,81673,0
34758,42217,0
73658,88974,1
32406,74755,0
45780,86752,0
84834,85352,0
50663,65978,1
17201,47174,0
31874,39498,1
30688,70522,0
53391,73906,0
5217,60171,0
83042,87612,0
36606,46027,0
10608,16487,1
15362,34222,0
14022,76814,1
14862,31738,1
54886,75895,1
34764,40185,1
72091,94601,0
22388,55363,1
56744,59213,1
24043,61351,0
83032,93295,1
16177,90288,1
6233,90531,1
31872,65857,1
12463,54922,0
87668,91631,1
13018,37731,0
44084,49736,0
80612,88009,1
1065,79215,1
1558,89401,0
55156,76389,0
28315,73082,0
18891,78592,0
22620,29688,1
8906,80867,1
55385,82374,0
20857,60931,0
24728,61650,1
52746,84144,1
87485,89357,0
77483,95416,0
40095,94065,0
17973,96482,0
19140,50449,1
24156,25602,0
64487,67027,0
12101,75949,1
15576,85596,1
64712,67708,1
26242,56575,0
77346,98997,1
6277,62517,0
32271,83010,1
26272,72851,0
56246,90939,0
6674,84504,1
13871,87300,1
6310,60567,0
59273,77008,1
7594,41661,1
1975,69280,1
44338,46296,1
48312,83517,1
11581,58211,0
32917,36368,1
24632,32774,0
19137,85557,1
84460,88887,1
3943,6373,0
41379,91271,1
33987,77860,0
43015,67100,0
8415,70943,0
5900,70380,1
22672,67130,1
64200,79406,1
26533,76720,1
16007,46497,1
40983,65845,0
53079,76152,1
14949,27357,1
40031,67715,1
27927,83134,1
28481,74712,1
10652,95635,1
15011,85474,1
49973,82109,0
48822,49942,1
34614,84207,1
73510,84874,1
78988,87531,1
20563,63301,0
5751,87518,1
84884,85325,0
7669,78702,0
7855,50732,1
33695,43093,0
47128,87167,0
25680,42456,0
10521,75431,1
3833,51292,0
6417,55948,0
7882,67434,0
41663,58548,0
15261,67309,0
64200,83042,1
28231,63784,0
28231,39700,1
5587,60011,0
11710,27503,0
44329,90053,1
40687,63242,1
86033,95532,1
2900,58401,0
11157,11784,0
89653,97656,1
60922,93691,1
6217,61047,1
74454,77549,0
58308,96586,1
22089,27645,0
44275,51636,1
82317,99763,1
26936,49547,1
55798,60097,1
6378,60224,0
29212,58323,0
37750,61580,1
45929,99554,1
10782,31545,1
67258,75695,1
13658,57054,0
5935,38137,0
69226,70733,1
31726,99844,0
39310,48263,0
14665,66427,1
62529,84934,1
4934,32302,0
1281,22770,0
21548,33909,1
13919,70526,0
11280,95610,0
1090,94826,0
5320,85008,0
91718,97621,1
82110,95485,1
40848,67776,1
14248,74611,1
11095,21600,1
12595,40226,1
34714,43386,1
22502,94988,1
7177,86411,1
19968,48152,0
68438,96541,1
11662,96717,0
40275,65519,0
407,80560,1
35870,44268,1
2569,80084,1
91292,95824,1
13701,24980,1
13610,58034,1
18013,75509,0
79002,96499,1
53005,59478,1
81859,83932,1
34145,55372,0
17521,93431,1
755,48201,1
4808,94121,0
47805,70932,1
11720,38042,0
61707,63832,0
51897,96215,1
28382,90097,1
41380,97049,0
4900,41147,1
26132,66094,1
23270,89083,0
82021,82115,0
74355,97146,0
35587,55717,1
12444,55495,0
64402,80711,0
47084,91972,1
17397,86859,0
29424,30850,1
31919,96322,0
25853,90273,1
9691,37094,1
38388,77967,0
22782,96846,1
75374,80169,1
35094,94155,1
34149,90358,0
37580,98164,0
13180,82902,0
62620,99804,1
40140,61127,0
31479,54805,0
83785,92304,1
56750,73020,1
14033,72723,0
45029,70736,0
9726,64577,1
40108,90168,0
4737,10967,0
20532,93707,1
34562,42948,0
90872,93052,1
30400,56088,0
90739,95700,0
22388,99189,1
2780,46251,0
14203,38806,0
31769,89773,0
6168,27455,1
71559,94798,0
32696,49764,1
7872,31774,1
3213,15616,1
13756,25814,1
21660,92411,1
6808,42137,0
25538,75926,1
8927,18976,1
20594,83978,1
26010,32051,0
22176,45904,1
36723,68716,0
11763,21900,1
5822,58414,0
25772,30670,1
8074,76589,0
20407,78083,0
4659,51580,1
43590,77896,0
19075,86612,1
64996,87732,0
77251,91703,1
3233,5260,0
28693,60394,1
43807,48482,1
73988,80443,1
7577,11412,1
81318,94327,1
38469,60909,0
14995,37609,0
4737,72950,0
44226,73522,1
12019,56584,0
74136,75672,1
35955,90892,0
16583,95091,0
10191,43123,0
13024,99240,1
83719,86449,1
19233,58803,0
68170,89675,0
31091,32898,1
5125,66577,1
39759,91859,1
7054,90997,1
5316,96294,0
